tweet_id,tweet_text
9888,the media smeared the labour party in general and jeremy corbyn in particular  four years of continual lies fake news and malice and it worked  brexit the johnson government and being handed our arse by the usa those are the dividends  well done chaps
9889,do you think reality is now starting to percolate
9890, brexit meant brexit
9891, and when taxpayers have funded yet another tory investigation  they dont like that the report makes them look bad no doubt that will get hidden too russiareport arcurireport windrush grenfell yellowhammer  god knows how many other things theyve covered up
9892, we have the best lawyer itw who managed to stop brexit twice
9893, the rain brexit conservative govt
9894,b o n g  sovereignty without strawberries  wakeuptomoney  torybritain torybrexit brexitshambles
9895, weve had enough of experts   erm yeah hi experts yeah weve shit the fucking bed up all to shit and now we need you to bring your expertise and help us unshit it  brexit  iainduncansmith brexitbrokebritain
9896,boris priti dominic suella  rishi  drain the swamp  disinfect the putrefied civil service cut off the hydras heads  it will die 
9897, im afraid its only going to get worse its not just the vast majority of those who voted brexit its the whole establishment from a hardcore rightwing government headed by a racist cunt to the inviting nf tommy robinson supporters
9898,i see the whole schengen area thing is going really well brexit
9899, this is the kind of info we want to see from remainers now no more stop brexit that bits done onto the opportunities we go   ps people who wouldve preferred remain but were unsuccessful in that are also allowed to apply for these jobs if they so wish sandra
9900,same same brexit
9901,john bercow is right  no other reason why he shouldnt get a knighthood he has down his job with the integrity fairness  and transparency  he has been a strong speaker upholding parliamentary sovereignty  and not cravenly giving in to government pressure fbpe
9902,the latest the reducing reoffending uk daily  thanks to brexit technology
9903,what a load of tosh
9904,how can you fight for and demand something that is not legally yours  the french gov say they demand the same quotas and will fight for it  well we all know what happens when the french go to war dont we  think the remaining eu have had enough   
9905,eu set for final push to toughen postbrexit trade stance  via
9906,britian is shit at voting please see brexit generalelection loveisiand
9907, and guess what consumer choice still exists post brexit
9908,shutting the stable door
9909,i will be in brussels tomorrow and in london on friday with a clear message brexit just because boris johnson wants an agreement at all costs on  does not mean that we will sign  under the pressure of blackmail or the calendar a bad agreement for the french
9910,welcome brexit cloud act is dangerous and threatens findamental human rights stopcloudact brexit usuk shumtech privacy dataownership dataprotection gdpr eu cloudact cloudactagreement
9911, racism is spread to control voters i have a complicated stance on brexit that would surprise you are you referring to tommy robinson he broke the law other people didnt because theyre real journalists no need to get nasty mr adultfolio
9912,iain duncansmith says its time for experts to handle brexit as there are problems ahead 
9913,we the british people will accept full responsible for the future prosperity of the uk brexit will be a success  as the eu will have to accept full responsibility for the future of the eu as for a trade deal we will take a trade deal if ones available but it not essential
9914,scotland walks away from gb carnivalingermany
9915, bloody hell gavin is that youre response 
9916, i wouldnt hold my breath waiting for the prosecution of anyone involved in brexit or election lies were still waiting for the russia report to be released arent we  not in the public interest
9917,   submitted by    uvisualsalamander   link   comments
9918, he ran on a nd ref after publicly going back and forth on the question several times its part of why no one not even labour really understood what labours stance was on brexit
9919,the fucking irony 
9920,not what i heard  iain duncan smith says uk brexit negotiating team not up to job 
9921,ids seems to think that the secret of negotiating is getting a lot of clever chaps together it is not negotiating is about power and leverage and knowing how to deploy it the eu is some  times bigger than the uk go figure
9922, france has warned boris johnson that it will not be blackmailed into accepting a bad postbrexit trade deal sky news 
9923,in frosts romanticised view of britain leave voters represented a populace unanimously anxious to recover the power of constitutional institutions sanctified by centuries of tradition and now threatened by the dark intentions of continental europeans  
9924, going to have their work cut out cleaning up a shithole like brexit britain
9925,boss is mark thomson dg of visas  related matters what a grand title he  his ilk have their fat heads firmly planted up their bottoms another ilk seemingly collapsed wrkg all night to stop recent deportations these ppl are cause the problems
9926, unbiased news is all people want its not what we get though from various outlets so why should we pay for them they took anti brexit  anti uk anti elected pm stance they therefore cant expect those who voted for these things to pay for them
9927,the bbc must be held accountable for their appalling bias their days must be numbered they in no way should be using  british in their title
9928, britnat fuckwittery
9929, corbyn destroyed himself pal  just another useful brexit idiot
9930,join interesting people talking about fascinating subjects in a dr who location with the alexandra gardens in their latespring glory on the doorstep go on you know you want to
9931, brexit broke britain
9932, weve already seen everything itll be the same pish as  but now with added brexit
9933,im old enough to remember brexit being about having had enough of experts because they were the ones telling us brexit was a really stupid idea that would cause severe damage to the uk and its economy
9934,looks like has got the eu rattled keep up the good work and protect the british fishermen brexit  france accuses boris johnson of trying to blackmail the eu over trade  via 
9935, its just a temporary spike straight after the brexit vote there was a bigger spike for indy in  polls it then dropped back down again fact remains  of scotland voted pro uk parties against a ref in dec   the snp say scotland would join the eu cant have it both ways
9936, trying to outbrexit the actual brexit parties was never going to win anything
9937, agree but our left wing pc liberal crowd will see to it regardless of brexit
9938, get brexit done
9939, brexit britain
9940, covid sweeping the globe   fine brexit meant brexit but does it also have to mean ukpandemic
9941,when you have the england flag and some sort of probrexit variation in you namebio it all becomes very clear
9942, perhaps but it was irrelevant in the brexit discussion because we have a permanent exemption from the euro  we always had control over our monetary policy  being outside the euro could well have brought greece more problems anyway
9943,  reasons labour lost were leadership  brexit  labour would have to destroy its progressive base say goodbye to london  ever winning back scotland if it supported leave  remainers brexit left us  over leavers brexit  there was no happy ending
9944,whats happening with certificates of origin now brexit has taken place read page  in connected to find out  
9945,brexit eu tells pm he must stick to customs rules for ni amid concerns about uk backsliding   looks like the eu has rumbled boris johnsons cunning plan brexitreality
9946,brexiters are not content to just have brexit which will be nothing but disappointment they want us to pretend that they were right and it is a good thing   anyone who gives into mob bullying and pretends its a good thing now is tarnished they cant be trusted  lisanandy
9947, its very confusing on the one hand im suspicious of the governments apparent enthusiasm for undermining the bbcs traditional place in broadcasting and on the other im appalled at the consistent rightwing and brexit bias on bbc current affairs coverage especially bbcqt
9948,brexit xperthr resources to help employers prepare for the end of the free movement rules and the new regime effective from  january  and to understand potential changes to uk employment law hr   
9949, no thats how it worked with bercow if you recall despite official complaints made and many witnesses over an extended period stopping brexit trumped had behaviour  if official complaints are made against priti they must be investigated leaks are not official complaints
9950, pot calling the kettle black surely its been france whom has been the blackmailer recently
9951,fourovens tory grilled on whether hed eat acidwashed chicken after brexit  
9952,some certainly interesting readings coming up trade brexit
9953,well no more running to the hills for me  dick bruceinson wants to able to carry on not paying tax there i summed up the article for you 
9954, yeah  international pariahs here we come
9955,the skills of care work need formal recognition and form part of systematic training and progression the fact that this hasnt happened has nothing to do with immigration 
9956, something like half the country despises the tory government and brexit  so wheres the balance we have to conclude that bbcs policymakers are abjectly trying to appease the government shame on them
9957,lol france will do what the eu tells it to thats how the eu works
9958, the uk was in the eu in    uk vs eurozone    immaterial rounding error what would that growth have been with the uk in the eu obviously higher for both unless you are trying to argue trade barriers increase trade which literally no tory brexiteer even claims 
9959,any of the brexit voters care to explain how coronavirus is the fault of 
9960, if we agree with your position that the uk is in a stronger position than the eu and that the eu is getting weaker how do you suppose the uk will fair seeing as her biggest market will be struggling
9961, get brexit done
9962,uks brexit and malaysias phexit truly shocking wonder what else stores in the coming days or even minutes  malaysia malaysiaterbaru tunmahathir
9963,france warns uk it will not be blackmailed into a risky eu trade deal 
9964,ireland and brussels urge uk to honour all terms of withdrawal agreement brexit britain europe 
9965, the only thing that has been  done is the british public they really believed that liar johnson slogan meant  get brexit finished just ask members of my family they were shocked when they understood what they voted for
9966, spoiler alert scottish  conservative and unionists are not a real party you are a convicted money laundering regional office your register office is in a different country the leader is english mp who is an anti democracy brexit extremist law breakersw
9967,brexit eu tells pm he must stick to customs rules for ni amid concerns about uk backsliding  live news 
9968, brexit
9969, and s of billion for brexit big sofa
9970,belgium new law would ensure employment continuity in case eu negotiations with uk fail over brexit world politics news  
9971,we will be in hull tomorrow for a free information session on how to apply for the eu settlement scheme and secure your rights after brexit especially relevant for romanian nationals living in hull pop in     portland street hull hu jx   pm 
9972, catch yourself on he supported the chicken coup resigned his shadow cabinet post because all the others did he has not supported corbyn  he supported owen smith  andy burnham  threw a tantrum over brexit counterproposal hes not a unity candidate he is the most divisive
9973,talk to gove hell tell you weve had enough of experts
9974, yes and it wins the argument 
9975,our director of policy argues brexit should force us to focus anew on the  young people not in work or training
9976, as i suspected is a genuine low information brexitjihadi warrior  
9977,it takes one to know one
9978,a nodeal brexit would leave the eu facing intense pressure to reform  via
9979, the only drawback i see is that it keeps boris notgudenov in power for another ten yearsthe brexit world loves a liar
9980,what a horrible place the uk is becoming need to take control scotland of your own destiny and get away from this mad racist brexit britain
9981, mmhmmm absolute garbage is sooo easy to throw out there unsupported any examples might it be your brexit heroes spewing the garbage as mentioned she was nominated for the worlds most prestigious journalism prize and since you raise the question who the fuck are you
9982, my polish work friend left  years ago he had a young kid and didnt want to risk waiting to see how brexit turned out he didnt want to raise a british child to then have to remove her from her home
9983, loving the window on the st proper page just the right shape to stick your brexit p on  the worlds first panini passport 
9984,say yikes for the people saying brexit will boost the uk economy because more jobs will be available for native uk people 
9985, ah brexit party  fact free as usual
9986, well they are busy doing nothing they get paid more than enough already they have tried to halt the will of the people re brexit they dont want our laws to protect white british pay rise denyed
9987, well we now know what the overwhelming amount of voters were troubled that corbyn was not probrexit enough there was no way labour were gonna make britain turn antibrexit
9988,are we heading for a sort of lowtar fascism
9989, theres no reason to reduce this to any one person we all fought brexit in our own way and we all had an impact the question is a general one why werent we able to transmit the idea of european identity more effectively
9990,the uks blustery ham fisted negotiations arent a sign of strength but weakness and patience is fraying already
9991,i cant imagine any brexiteers will be surprised at this
9992, its peoples own fault if they fall for nonsense that these ppl want them to believe  
9993, uk vs eurozone   immaterial rounding error what would that growth have been with the uk in the eu obviously higher for both unless you are trying to argue trade barriers increase trade which literally no tory brexiteer even claims 
9994, so we can hand over taxpayers money to frenchdutch companies based in poland perhaps you also think it was wonderful that johnsons get brexit done battle bus was built in turkey by a german owned firm
9995, lol people have been predicting that for years decades even more so after the brexit vote never seems to happen
9996, youre all reasons why dat zoo keeps going down nd it must collapse sooner you all must seat  up do ur job citizens dying nothing is done all deplomats africans has compromised  biafra brexit  solution
9997,weve known this for a while iain   
9998, oh dear
9999, elected on the basis of lies brexit all about his mates avoiding tax if they paid their way we would have the services we pay for they coin our tax into their own pockets security risk friend of russia jongson  said fuck business whose interests does he represent not the uks
10000,how on earth will people cope take to the streets with placards and face paint
10001,oco in the news our trade director for ireland kilian cawley is in todays on the republics part in the ongoing trade talks between the eu and uk europeanunion brexit tradeagreements   
10002,the uk is out of the eea what happens next  brexit
10003,france and macron can do one
10004,well doh
10005, know do you think the nhs is safe hands with the tories better if people put the country before brexit
10006,bbc news  brexit emmanuel macron not sure of ukeu trade deal by end of year 
10007, but surely that was a central gripe of many all those polish plumbers etc i really think that reading social media forums the impression of many brexit voters is that british jobs will now be only for brits the inclusion of this sort of a provision will not be to their liking
10008, lol if you think johnson going to deliver a good brexit then your fool
10009, weve known this for a while iain   
10010, one of our many brexit bonuses is not having to put up with euro twats like you any more
10011,labour voting begins today so heres my prediction starmer will win but he wont bring unity to a party significantly divided over basic ideals he will consistently retreat to the centre and he will be relentlessly smeared as a brexithating terroristdefending elite lawyer
10012,then your vessels will have to be sunk time for our armed services to be part of our fishing fleet
10013,good read on what happens to gdpr post brexit   cio cto gdpr
10014, no weve had enough of experts oh and btw the real experts could not help with brexit because they all want to reverse it
10015, im getting fed up of repeating myself    yes it is the result of an eu directive however as i have said before much of the pressure for that directive came from british environmentalists therefore the chance of the policy being overturned postbrexit is slim at best
10016, i would be fascinated how you can countenance voting someone for leader who backed boris withdrawal bill  or were all the big speeches about brexit really just big speeches about jess phillips as many of us suspected
10017,why not its what france and the eu have been and still are trying to do to the uk  
10018, nah your leader is the reason you lost was clear talking to people with varying brexit positions they all said they couldnt vote for corbyn
10019,little change for financial reporting following brexit for now
10020, noses and faces brexit wexit
10021, hes thrown the brexit granate job done
10022, ship ahoy matey brexit sinking faster then the titanic
10023, ill be there never miss a chance to get evermoreconfused about brexit 
10024, until labour understands the reasons for brexit theyll struggle aditya chakraborttys post analysis explains them well labour asked why the growth of ukip but they didnt listen to the answers we gave que sera
10025,make sure your rights to healthcare benefits and pensions are protected after brexit  find out more here  
10026, marc do have any idea at all where the brexit vote originated i think you should have do a little research it wasnt the tory party or champagne socialist  it was the ordinary working man please do check and give your head a wobble
10027,some things have been totally overlooked in the brexit debate such as some of the wider advantages of eu membership 
10028,really shouldnt be grinning thinking of stupid brexiteers and how badly theyve been mugged off but hey small insignificant victories right
10029, interesting face of brexit england the state funded broadcaster wishes to portray to the world
10030,i am not sure that i would want a character reference from brexit boris and i am certainly not convinced by it  boris johnson has full confidence in priti patel despite bullying claims 
10031, as the brexit excrement hits the reality fan we can expect more of this from the daily telegraph  closes his eyes and flibble flabble flannel 
10032, no its about culture and communication and falling into the same trap bannon and co laid out in  they want divisive language like this they want a communication breakdown it works for them look what just happened in the uk re brexit and boris
10033, weve known this for a while iain   
10034, sorry but thats not true it doesnt take into account those who changed their minds after brexit those who were politicised after etc at this point its like complaining that a selffulfilling prophecy was fulfilled the brexit campaign won because opposition to it was shit
10035, remainer media dont forget the judges elites liberals and a host of others you like to blame for the cack handed management of brexit
10036,scared stiff  brexit threat frances eu minister warns boris johnson paris ready to fight for fishing 
10037,isnt this a mistake pm should be making outrageous demands to the eu to match their outrageous demands on uk
10038,brexit said no
10039, weve known this for a while iain   
10040,brexit day with really is one for the books i am so angry about it all and yesterday going through the fucking beautiful exhibition made me really question the stupidity of people i told maria this right here is history in  years the kids will study this and
10041,think what the actual fuck were they doing analyse this picture and see they really are stupid and still they voted for brexit and then for three whole years continued the debate i
10042, the next election will be held in a britain that will have been outside the eu for over  years brexit wont be an issue by then
10043,brexit day  where are the additional  hospitals where are the additional  nurses where are the additional  police officers where are the additional  buses where is the russian report where is the ultrafast broadband brexitlies liarjohnson russiareportnow
10044, we have far more to offer than canada does given our economy is twice the size the fact that those terms are clearly acceptable to the eu when its another country shows it is anglophobic spite over brexit they wont give it to us
10045, lots of variables which were  are still being negotiated talks were held up due to the ongoing attempts to sabotage  derail brexit from multiple sides thankfully the country made its position very clear in  different votes i think thats fairly conclusive now we negotiate
10046,is the fact that a fury v joshua fight is looming distracting from the brexit in the uk
10047, correct its also conveniently very close to us also its who we do most of our trade with brexit should really be spelt dumb
10048,couldnt agree more i can never remember our country so divided it doesnt help the situation when the offspring from the  first generation migrants show such opposition disgracefully
10049,the irish government in particular varadkar and coveney were played by the eu mandarins in brussels and used as puppets to stir up trouble re the irish trade border between the roi and the uk thankfully their games have not worked
10050,the term unskilled is politically totally incorrect  isnt there a better word unskilled brexit
10051,the sound of silence professor chris greys latest brexit analysis on slippery language free ports border checks and whether the public will fall for the bait and switch brexit that is being prepared for them 
10052, how does brexit affect the british pound
10053, how does brexit affect the british pound
10054, did you print or say the same about olly robbins when he was trying to scupper brexit
10055, little englander thinking is an oxymoron much like jobs first brexit
10056, how does brexit affect the british pound
10057,this is so expected from brexiters nothing can be their fault they won they celebrated and yet every failure remainers predicted and why they did not vote leave will be now their fault anyway 
10058,i would rather have independence from brexit boris and the hard right nationalist tory party but that is just me no  uk aim is to restore independence from eu by end of year 
10059, how does brexit affect the british pound
10060, how does brexit affect the british pound
10061,if if if your life in three words get a job loser
10062, i was going to say yeah exactly but the tories are a lot worse with brexit theyve weaponised ignorance and used it to usher in fascism
10063, i understand the independent company that produces qt for the bbc employs one or more prominent members of the brexit party or similar in audience selection roles
10064,  everybody else you know that believes brexit will selfharm the uk  it totally dismisses all the project fear  scaremongering of the past near  years about the uks economyjobsfinances  wages etcfor the poorest in the country  
10065, how does brexit affect the british pound
10066,is eating chlorinatedchicken worth it for that bluepassport and brexit  a lot of brexiteers probably arent bothered about eating shit
10067, and most people in europe and even postbrexit uk 
10068, your
10069,so much for the oven ready deal now the reality of all the lies given out during the election johnson orders brexit team to get around northern checks protocol 
10070,stuck in an almighty brexit metaphor at bromford crescent bromford lane
10071,day  of brexit  where is the mil per week for the nhs where are the  trade deals ready and functioning where is the increase in wages where is the free trade deal with the eu where is the increased funding to science why are we still following eu rules
10072,what
10073, fogarty and obrien bring to mind one of those old flow charts   their opinions on absolutely anything or anyone can always eventually be mapped back to trump boris or brexit
10074,pest  step  steep analysis  once upon a time it was seen by many as a bit of a chore in business school case studies  not any more  brexit coronavirus climateemergency foodsecurity tradewars immigrationreform
10075,that aged well
10076,bishop voices concern over postbrexit immigration rules 
10077,does he care about it  dangerous times now
10078, i think its a concern we should want the eu and its member states to succeed but they have some huge potential issues and to deny this is head in the sand stuff   italys debt crisis could be potentially catastrophic for the eurozone
10079,give dominic a pen and note pad let him list those who need draining problem solved
10080, after brexit we fell over the cliff inta tha water
10081,like anyone genuinely gives a shit about having new passports  if thats one of your brexit victories how about you piss off
10082, handling brexit is what we voted you in to do you fing idiot what i reckon he means is that civil servants keep pointing out the reality of the situation so he wants to get rid of them and bring in people who dont give toss like him but has to sell the idea experts my arse
10083, this  
10084, brexit football out the window then
10085,spot on 
10086,the fact is everything that corrupt varadkar did was to treasonously feather his posttaoiseach existence hope the eu stuffs him good  proper
10087,brexit bells ring what next for investors 
10088, so the the irrefutable conclusion is that despite his intrinsic honesty frost fell victim to his feelings  which are always an impenetrable barrier to conflicting ideasfacts weve seen this demonstrated by many all the way through the entire farce aka brexit
10089, islamics for leave   bismillah we successfully deliver the brexit from the eu infidels and now bring many islamic peoples to uk with points system inshallah
10090,johnson and chums really are the worst a brilliant thread by luke reader on what postbrexit economic planning looks like  at the top of which is a singaporeonthames free for all 
10091, there seems to be a lot of vindictiveness around the reasons people voted for brexit clue if you claim to want others to suffer because you did and you turned out alright then you really didnt actually turn out alright
10092, you can never win power if your own people are stabbing you in the back  if the backstabbers had backed corbyn in  instead of attempting a coup labour might of won if starmer had not pushed for a disastrous brexit policy who knows what could have happened
10093, thats brexit
10094, brexit bonus blue passports triggering remainiacs
10095, my full on obsession is still going strong im glued to the virus reddits and have become a secret hoarder of pasta and tinned tuna  is almost forgotten about brexit
10096,jack wardceo of british growers joined the asparagus growers association at their agm last week  delivered an informative roundup on brexit whats happening  where we arecreated a lively debate as to what the british fresh produce industry requires to meet future challenges 
10097,i thought brexiteers had had enough of experts
10098, brexit bastards have screwed him over and the idiots who voted for it so sorry
10099, welcome to brexit the video game get in debt be belittled by other people shake trees for cash
10100,france obviously feels that we in the uk have a stronger negotiating hand than they do   im surprised that escaped you you fakey news mongs 
10101,scaremongering
10102,seriously concerned by the failing mental health of the fbpe cultists can these people actually make a useful contribution to society or do they require  care
10103,the spread of coronavirus to the uk shows the cracks in the governments position on the future relationship with the eu and its highly integrated health protection structures   on coronavirus covid and brexit  
10104,the new secretary of state brandon lewis is in londonderry as part of his first official visit he moved to offer assurances that there would be no trade barriers between northern ireland and the rest of the uk post brexit our political correspondent has more 
10105,leg it you fucking whopper
10106, perfect cure for coronavirus brexit
10107, an unexpected brexit benefit lots of admin people and new laboratories required
10108,but you were tired of experts in  you bellend
10109,there seems to be a lot of vindictiveness around the reasons people voted for brexit clue if you claim to want others to suffer because you did and you turned out alright then you really didnt actually turn out alright
10110, not to brexit but to this  
10111, i bet you were one of those who said the tories were finished when brexit party showed up last year too   dont be so naive just wiping out antisemitism will save them they wont win the election but they will survive easily
10112, as long as it its not bailey  burgo we have a chance at recovery nandy was too pro brexit for me and her position on womans place shows her to be a lightweight opportunist still dithering on deputy probably kahn or rayner
10113,problem is your government dismissed experts when they advised that brexit was not in the national interest
10114,just how long has it taken for the light bulb to glow in idss head thought it was going to be the easiest deal in history liars all with the liar in chief now occupying  downing street britain really does deserve better than this brexitreality
10115, brexit party member isnt the majority of your organisation made up of football hooligans  mostly convicted sex offenders and drug dealers     
10116,do you need to apply for a uk spouse visa book an appointment with our experts now and get a fast friendly and affordable service for your uk visa application  infocom ukspousevisa ukmarriagevisa ukvisa  mondaythoughts  uk brexit london 
10117, a few weeks ago there was a rightwing mp showing us how to make bin sleeping spaces for homeless people they are a bunch of inhumane toss really they really are 
10118, hahaha too late as brexit is done
10119,my prediction keir starmer wins on nd preference luke akehursts resulting chufty will take out a busload of nuns to the express applause of the trilateral commission the victory celebration descends into chaos due to fake mr whippy
10120,french minister warns against london blackmail as second stage of brexit talks near  brexit brexitday brexitreality brexitjohnson trade economy law europe business money france paris macron merkel politics brussels
10121, well our govt under theresa may was not exactly helping achieve brexit was it
10122,graylings roots are in south africa so its no surprise he has a built in hatred of our country the man is without any form of integrity plus hes fbpe that says everything about the scumbag he can be viewed on youtube advising verhofstadt how to stop brexit ltgt
10123,save britains fish brexit threat frances eu minister warns boris johnson paris ready to fight for fishing 
10124,this is all we keep hearing from our so called friends in the euthreats threats  more threats  do they honestly believe we are going to let them have unlimited access to our waters  tell them to fo nodeal wto brexit   
10125,think how many more wars there would have been
10126, asking for clever people to fix his awful brexit mess is a terrible look especially since any real expert on the subject would have nothing to do with brexit as its a terrible flawed idea
10127, these rules have still not come into force they will presumably once transition ends this makes travelling with pets which was quite simple more complicated and more expensive its a backward  and then a little bit more  step  like all things brexit
10128,boris johnson economist reveals powerful bargaining chip panicking eu  brexit news    
10129,convinced the ppl who voted paige and finn  and didnt vote mike and priscilla are responsible or brexit loveisland
10130, ha ha they have not even started the negotiations in earnest yet  anyway you have no clue how it will turn out only your hopes and beliefs   like i said ve brexit out come or even neutral out come and your rejoineu will remain just a dream
10131,nigelevans       brexit thankyou  wethepeople elected democrats   indiawelcomestrump kag kag trumpindiavisit
10132, is as responsible for labour losing as most within labour party his denouncing of brexit voters and his identity politics were a disaster 
10133, well not enough did change their mind to make it a plurality in the polls its no more than guesswork britons voted decisively for brexit the media was not particularly bothered by the coming of brexit labour couldnt speak louder than bbc  sky
10134,the last time european stock markets fell so badly was in  at the british referendum about brexit
10135, but the nhs is ready for coronavirus according to the government  i dunno  maybe you take your share of the mweek extra nhs funding from brexit and go out and buy in those services  serious answer  revolution  d
10136, such ungratitude for your blue passport  brexit notmybrexit
10137, remember that time corbyn enabled the tories to have brexit and power for  years
10138, he probably realises you acted against the interest of your constituents during and after brexit and probably believes you still arent acting in their interests
10139,he can hide from reality all he wants it will catch up with him
10140, there seems to be a lot of vindictiveness around the reasons people voted for brexit clue if you claim to want others to suffer because you did and you turned out alright then you really didnt actually turn out alright
10141, and what have you won in that case what single thing about brexit is going to enhance your life
10142, have you considered checking your facts because then you might not tweet nonsense  
10143, didnt know there were any experts on brexit since its never been done before probably for very good reasons
10144,worth a read longish rather reinforces the view that perhaps labour and other parties could spend less time worrying about winning the next ge and more time worrying whether there will actually be one
10145,i feel sorry for the waste of the foodbut the man had a choice and he chose not to listen to the reasoned and reasonable points raised by remain no doubt saying it was all project fear  the choice he made is ruining lives all over the uk not just his own
10146, nothing to do with brexit racism has always been well rooted in britain bcs of deep ignorance among lower classes i know bcs i lived there  years until i cud no longer stomach it brexit merely gave the most racist enough courage to come out with it  satisfy their derp urges
10147,roger bootle  a nodeal brexit would leave the eu facing intense pressure to reform 
10148,btfp blast from the past  talk about blowing it
10149, murdoch angry with brexit
10150,eu plot emmanuel macrons brexit whisperer during eu negotiations unmasked  
10151,the words from the mouth of the uk spokespersons sounds horrendously uncompromising  i fear we are living in the calm before the storm  unless some miracles happen along the way
10152,the key basis of the brexit promise was never going to be true 
10153,i vividly remember when a scottish mate raised a question about the collapse of the bn govt while we were still busy analysing theresa mays speech for the brexit and i headshot him with this answer    malaysian politics is nothing more but a hyperbolic drama
10154,postbrexit immigration plans spell disaster for meetings industry 
10155,pritipatel  patel is one of the few women currently in politics who has the balls enthusiasm  vision to get things done  put uk back on track shes a dedicated brexiteer time to remove these gutless backstabbers who cantwont conform
10156, and yet you fought relentlessly against the man who was the alternative to this shitshow  and cursed us with a johnsonian brexit dystopia  the young generation will never forgive you
10157,brexit windbag ids is fleeing
10158,we should have learned by now to ignore any utterance of  iain duncan smith
10159,hes also a vicious moron
10160,government  parliament let touring musicians travel support musicians working in the eu postbrexit workingintheeu  sign the petition 
10161,with this weekends wins celebrate with our scottish  english tshirts bags  more   verybritish british britain mondaythoughts uk clothing brexit kids homewares tshirts hoodie bags celebrate giftideas hoodies sixnations pancakeday snow 
10162, its a catastrophe i just think its wrong to link it to brexit however tenuously that actually serves to undermine the anti brexit case its a domestic issue
10163,boris johnsons secret weapon economist reveals powerful bargaining chip panicking eu 
10164, arealbrexit  britishindependence ftaukprosperitynotsaveeu rejectlevelplayingfield nodynamicalignment standfirmukborisnosurrender ftaukprosperityorwtoterms  transitionenddec 
10165,looks like she uses the same detergent as manky jaicket
10166, they msm and their favourite mouthpieces have been ramping up since trumpbrexitge because they can see their agenda crumbling same with the climatescam they are panicking
10167, the patriotic british working class carried out a peaceful revolution first by voting for brexit and secondly voting to destroy the london woke lefty sociailist elite corbyn labour cult threatening the working class with bloody violence is not good for you at all
10168, tell you what keep stocking up on those woke plasters cos youll need it once the brexit wound deepens
10169,when people arent capable of fact checking and not afraid to embarrass themselves  
10170, the problems with lisa nandy are who she chooses to listen to and what she chooses to hear if youre not a white working class antiimmigrant brexit supporter over a certain age from a small northern town forget it shes not interested
10171,civil unrest in the uk will bring johnson down as no deal gets close of course itll be too late for him by then as hes boxed himself in with a st july deadline to extend
10172, no it would have been  seats if the brexit party hadnt split the vote in some places
10173,the brexit ripple effect coming to fruition you were warned itd cost this country more  here it comes folks uplands not so sunny now whatever happened to the extra million per week that we were promised brexitreality brexitshambles brexitlies 
10174, brexit isnt going to be an issue in the next general election in  years time
10175,uk refuses to prepare ports for goods checks in new brexit row  bnn bloomberg 
10176,brexit in a nutshell note that this twerp lives in gibraltar   the eu crowbarred spain off it for decades because as a member state our territorial rights were respected   now were not a member state
10177, forget brexit shit just got real in malaysia
10178, got brexit done
10179, i dont get this we have legally left the eu that is brexit we are now after a rd party trade deal that is brexit and what brexit was always supposed to be about we arent saying  no deal is the aim for the us india the eu or anywhere else we need trade deals now
10180,i thought we had an oven ready deal and trade treaties were simple would be ready to go by now surely not more lies from the nationalist tory party  iain duncansmith says its time for experts to handle brexit as there are problems ahead 
10181,immigration concerns likely to return after brexit
10182, will be remembered for brexit but equally for hs its a strategic cockup of the first magnitude and will come to haunt him
10183, yes you would say that youve been a brexit fellow traveler with people with some pretty unpleasant views eh claire cue mock innocence about racist views of anyone in the brexit movement 
10184, brexit really stands for bankrupt britain to make britain great  again
10185,and thats why its at record highs on a consistent basis iq
10186, proper tory britain this were not gonna have brexit type players soon 
10187,already those who advocated it most are distancing themselves from it    
10188,opinion britains obsession with garden fences is a perfect metaphor for how we let brexit happen  brexitbritain  
10189, because of brexit no other factors solely brexit 
10190,we can also fight
10191, so you agree that other eu countrys have started wars invaded others caused famine etc and france and other eu countrys are still part of the middle east problem so why just pick on the uk brexit or racism
10192, brexit is affecting everywhere
10193,today i got to experience the joy of brexit now that shipping it hardware to conferences requires a foray of extra paperwork
10194, also brexit got done
10195,please watch this video which is a work of creative genius by and clear and simple enough that it would merit a place ins red box 
10196,the eu wants billions of euros for its ambitious green deal program to fight climate change   eu summit collapses as members fail to fill  billion brexitsize hole 
10197, you couldnt make it up eh 
10198, the problem with lisa nandy is that she is prepared to listen to and by interaction therefore dignify those  petty racists ws who voted brexit as they dont like asians my only interaction with them is to say fuck you racists
10199,but more of our military dead  maimed in fake wars if you created a clone of boris  blair we would have the superlative of liars  ww
10200, thats a dreadful shame for the workers but hey brexit will of the people
10201, you know who some of the strongest supporters of the eu are british people who actually fought in the war who know how terrible it was and who want to see nothing like that ever again brexit is a betrayal of what they fought for
10202,eu plot emmanuel macrons brexit whisperer during eu negotiations unmasked 
10203,france will not be blackmailed or rushed into a bad brexit deal  
10204, maybe he was the one putting up those postbrexit posters demanding foreigners to learn english 
10205,brexit shots fired frances eu minister warns johnson paris ready to fight for fishing  uk  news  uk forget it no way 
10206,thanks to brexit i no longer need to know d
10207, im on the brexit side lmfao im not on any side on that issue but thanks for assuming but for christs sake put aside your politics for once covid doesnt give a shit if youre a remainer or a leaver or a top or a bottom leave that baggage at the door please 
